,hour,PM_US Post,DEWP,HUMI,PRES,TEMP,precipitation,new_wind,year,month,day,hour_sin,hour_cos,month_sin,month_cos,day_sin,day_cos,season_1,season_2,season_3,season_4,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_SW,cbwd_cv,Weekdays,Weekends
27044,20,173.0,7.0,76.35,1017.0,11.0,0.0,1.0,2013,1,4,-0.866025403784439,0.49999999999999933,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,1,0,0,0,1,0
27045,21,178.0,7.0,87.28,1018.0,9.0,0.0,1.0,2013,1,4,-0.7071067811865477,0.7071067811865474,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0,0,1,1,0
27046,22,199.0,7.0,87.28,1018.0,9.0,0.0,1.0,2013,1,4,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0,1,0,1,0
27047,23,205.0,8.0,93.45,1018.0,9.0,0.0,2.0,2013,1,4,-0.25881904510252157,0.9659258262890681,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0,1,0,1,0
27048,0,214.0,7.0,87.28,1018.0,9.0,0.0,1.0,2013,2,5,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
27049,1,211.0,7.0,93.4,1018.0,8.0,0.0,1.0,2013,2,5,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,1,0,0,1
27050,2,201.0,8.0,87.38,1018.0,10.0,0.0,2.0,2013,2,5,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,1,0,0,1
27051,3,200.0,7.0,93.4,1018.0,8.0,0.0,1.0,2013,2,5,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,1,0,0,0,1
27052,4,211.0,6.0,93.35,1018.0,7.0,0.0,1.0,2013,2,5,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,1,0,0,0,1
27053,5,218.0,6.0,93.35,1017.0,7.0,0.0,0.0,2013,2,5,0.9659258262890682,0.25881904510252096,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
27054,6,212.0,6.0,93.35,1017.0,7.0,0.0,0.0,2013,2,5,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
27055,7,213.0,6.0,93.35,1017.0,7.0,0.0,0.0,2013,2,5,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
27056,8,217.0,7.0,100.0,1018.0,7.0,0.0,1.0,2013,2,5,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,1,0,0,0,0,1
27057,9,208.0,8.0,100.0,1019.0,8.0,0.0,1.0,2013,2,5,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,1,0,0,0,0,1
27058,10,223.0,9.0,93.5,1020.0,10.0,0.0,1.0,2013,2,5,0.5000000000000003,-0.8660254037844385,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
27059,11,244.0,9.0,87.47,1020.0,11.0,0.0,0.0,2013,2,5,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
27060,12,264.0,7.0,66.93,1020.0,13.0,0.0,0.0,2013,2,5,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
27061,13,240.0,7.0,62.71,1019.0,14.0,0.0,2.0,2013,2,5,-0.25881904510252035,-0.9659258262890684,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,1,0,0,0,1
27062,14,259.0,7.0,58.79,1018.0,15.0,0.0,2.0,2013,2,5,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,1,0,0,0,0,0,1
27063,15,276.0,6.0,54.88,1017.0,15.0,0.0,1.0,2013,2,5,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
27064,16,291.0,6.0,51.48,1017.0,16.0,0.0,2.0,2013,2,5,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,1,0,0,0,0,0,1
27065,17,258.0,6.0,54.88,1017.0,15.0,0.0,4.0,2013,2,5,-0.9659258262890681,-0.2588190451025215,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,1,0,0,0,0,1
27066,18,221.0,5.0,54.62,1018.0,14.0,0.0,2.0,2013,2,5,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,1,0,0,0,0,1
27067,19,206.0,6.0,62.48,1019.0,13.0,0.0,1.0,2013,2,5,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,1,0,0,0,0,1
27068,20,241.0,6.0,66.71,1020.0,12.0,0.0,1.0,2013,2,5,-0.866025403784439,0.49999999999999933,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,1,0,0,0,0,1
27069,21,265.0,7.0,87.28,1021.0,9.0,0.0,1.0,2013,2,5,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,1,0,0,0,0,1
27070,22,311.0,7.0,93.4,1022.0,8.0,0.0,0.0,2013,2,5,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,1
27071,23,314.0,8.0,87.38,1022.0,10.0,0.0,1.0,2013,2,5,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,1,0,0,0,0,1
27072,0,338.0,7.0,87.28,1023.0,9.0,0.0,1.0,2013,2,6,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,1,0,0,0,0,1
27073,1,302.0,7.0,93.4,1023.0,8.0,0.0,2.0,2013,2,6,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,1,0,0,1
27074,2,306.0,7.0,93.4,1022.0,8.0,0.0,0.0,2013,2,6,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,1,0,1
27075,3,285.0,8.0,93.45,1022.0,9.0,0.0,0.0,2013,2,6,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,1,0,1
27076,4,280.0,8.0,93.45,1022.0,9.0,0.0,1.0,2013,2,6,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,1,0,1
27077,5,277.0,8.0,93.45,1021.0,9.0,0.0,1.0,2013,2,6,0.9659258262890682,0.25881904510252096,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,1,0,0,1
27078,6,289.0,7.0,87.28,1021.0,9.0,0.0,0.0,2013,2,6,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,1,0,1
27079,7,300.0,7.0,87.28,1021.0,9.0,0.0,1.0,2013,2,6,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,1,0,0,1
27080,8,314.0,7.0,87.28,1022.0,9.0,0.0,0.0,2013,2,6,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,1,0,1
27081,9,299.0,8.0,87.38,1022.0,10.0,0.0,2.0,2013,2,6,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,1,0,0,0,1
27082,10,306.0,9.0,87.47,1022.0,11.0,0.0,1.0,2013,2,6,0.5000000000000003,-0.8660254037844385,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,1,0,1
27083,11,314.0,8.0,67.15,1021.0,14.0,0.0,1.0,2013,2,6,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,1,0,1
27084,12,314.0,8.0,62.95,1020.0,15.0,0.0,2.0,2013,2,6,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,1,0,0,1
27085,13,257.0,8.0,59.04,1019.0,16.0,0.0,1.0,2013,2,6,-0.25881904510252035,-0.9659258262890684,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,1,0,0,0,0,1
27086,14,191.0,5.0,42.32,1017.0,18.0,0.0,3.0,2013,2,6,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,1,0,0,0,1
27087,15,179.0,4.0,39.46,1015.0,18.0,0.0,3.0,2013,2,6,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,1,0,0,0,0,0,1
27088,16,173.0,5.0,42.32,1014.0,18.0,0.0,3.0,2013,2,6,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,1,0,0,0,0,0,1
27089,17,179.0,6.0,45.36,1013.0,18.0,0.0,2.0,2013,2,6,-0.9659258262890681,-0.2588190451025215,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,1,0,0,0,0,0,1
27090,18,148.0,5.0,45.07,1013.0,17.0,0.0,2.0,2013,2,6,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,1,0,0,0,0,0,1
27091,19,146.0,5.0,48.03,1013.0,16.0,0.0,3.0,2013,2,6,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,1,0,0,0,0,0,1
27092,20,150.0,5.0,58.29,1013.0,13.0,0.0,2.0,2013,2,6,-0.866025403784439,0.49999999999999933,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,1,0,0,0,0,0,1
27093,21,191.0,7.0,71.47,1013.0,12.0,0.0,2.0,2013,2,6,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,1,0,0,0,0,1
27094,22,204.0,7.0,76.35,1013.0,11.0,0.0,2.0,2013,2,6,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,1,0,0,0,0,1
27095,23,181.0,6.0,71.27,1012.0,11.0,0.0,2.0,2013,2,6,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,1,0,0,0,0,1
27096,0,152.0,6.0,71.27,1012.0,11.0,0.0,3.0,2013,2,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,1,0,0,0,1,0
27097,1,157.0,8.0,81.75,1011.0,11.0,0.0,3.0,2013,2,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,1,0,0,0,1,0
27098,2,149.0,8.0,81.75,1010.0,11.0,0.0,3.0,2013,2,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,1,0,0,0,1,0
27099,3,164.0,9.0,87.47,1009.0,11.0,0.0,4.0,2013,2,0,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,1,0,0,0,0,1,0
27100,4,186.0,9.0,87.47,1009.0,11.0,0.0,4.0,2013,2,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,1,0,0,0,0,1,0
27101,5,134.0,9.0,87.47,1009.0,11.0,0.0,3.0,2013,2,0,0.9659258262890682,0.25881904510252096,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,1,0,0,0,1,0
27102,6,117.0,8.0,87.38,1009.0,10.0,0.0,2.0,2013,2,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,1,0,0,0,1,0
27103,7,116.0,8.0,81.75,1010.0,11.0,0.0,3.0,2013,2,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,1,0,0,0,1,0
27104,8,112.0,7.0,81.61,1010.0,10.0,0.0,2.0,2013,2,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,1,0,0,0,1,0
27105,9,117.0,7.0,87.28,1011.0,9.0,0.0,1.0,2013,2,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,1,0,0,0,1,0
27106,10,129.0,8.0,81.75,1012.0,11.0,0.0,0.0,2013,2,0,0.5000000000000003,-0.8660254037844385,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
27107,11,141.0,7.0,66.93,1013.0,13.0,0.0,1.0,2013,2,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
27108,12,151.0,6.0,58.54,1013.0,14.0,0.0,2.0,2013,2,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
27109,13,150.0,7.0,58.79,1012.0,15.0,0.0,2.0,2013,2,0,-0.25881904510252035,-0.9659258262890684,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,0,0,1,0,1,0
27110,14,156.0,7.0,51.75,1010.0,17.0,0.0,1.0,2013,2,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,0,0,1,0,1,0
27111,15,154.0,7.0,51.75,1010.0,17.0,0.0,2.0,2013,2,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,0,0,1,0,1,0
27112,16,150.0,7.0,48.59,1010.0,18.0,0.0,1.0,2013,2,0,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,0,0,1,0,1,0
27113,17,156.0,7.0,48.59,1010.0,18.0,0.0,1.0,2013,2,0,-0.9659258262890681,-0.2588190451025215,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
27114,18,172.0,7.0,51.75,1011.0,17.0,0.0,1.0,2013,2,0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
27115,19,175.0,7.0,62.71,1012.0,14.0,0.0,1.0,2013,2,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,1,0,0,0,1,0
27116,20,194.0,7.0,76.35,1012.0,11.0,0.0,0.0,2013,2,0,-0.866025403784439,0.49999999999999933,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
27117,21,229.0,8.0,87.38,1013.0,10.0,0.0,1.0,2013,2,0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,0,0,1,0,1,0
27118,22,230.0,8.0,87.38,1014.0,10.0,0.0,1.0,2013,2,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,0,0,0,1,1,0
27119,23,220.0,8.0,87.38,1014.0,10.0,0.0,1.0,2013,2,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,0,0,0,1,0,1,0
27120,0,232.0,7.0,87.28,1014.0,9.0,0.0,0.0,2013,2,1,0.0,1.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,1,1,0
27121,1,244.0,7.0,93.4,1014.0,8.0,0.0,0.0,2013,2,1,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,1,1,0
27122,2,239.0,7.0,93.4,1014.0,8.0,0.0,0.0,2013,2,1,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,1,1,0
27123,3,261.0,8.0,93.45,1014.0,9.0,0.0,1.0,2013,2,1,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,1,1,0
27124,4,261.0,6.0,93.35,1014.0,7.0,0.0,1.0,2013,2,1,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,1,1,0
27125,5,247.0,7.0,100.0,1013.0,7.0,0.0,1.0,2013,2,1,0.9659258262890682,0.25881904510252096,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,1,0,1,0
27126,6,262.0,7.0,100.0,1014.0,7.0,0.0,1.0,2013,2,1,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,1,0,1,0
27127,7,287.0,6.0,93.35,1014.0,7.0,0.0,0.0,2013,2,1,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,1,1,0
27128,8,292.0,6.0,100.0,1014.0,6.0,0.0,0.0,2013,2,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,1,1,0
27129,9,326.0,7.0,93.4,1015.0,8.0,0.0,1.0,2013,2,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,1,1,0
27130,10,343.0,9.0,93.5,1015.0,10.0,0.0,1.0,2013,2,1,0.5000000000000003,-0.8660254037844385,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,1,1,0
27131,11,348.0,9.0,87.47,1014.0,11.0,0.0,2.0,2013,2,1,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,1,0,1,0
27132,12,383.0,9.0,71.85,1013.0,14.0,0.0,1.0,2013,2,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,1,1,0
27133,13,362.0,8.0,59.04,1012.0,16.0,0.0,2.0,2013,2,1,-0.25881904510252035,-0.9659258262890684,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,1,0,0,0,0,1,0
27134,14,286.0,8.0,52.02,1010.0,18.0,0.0,1.0,2013,2,1,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,1,1,0
27135,15,296.0,7.0,48.59,1009.0,18.0,0.0,1.0,2013,2,1,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,1,1,0
27136,16,280.0,7.0,45.65,1009.0,19.0,0.0,2.0,2013,2,1,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,1,0,0,1,0
27137,17,293.0,7.0,48.59,1009.0,18.0,0.0,1.0,2013,2,1,-0.9659258262890681,-0.2588190451025215,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,1,1,0
27138,18,271.0,7.0,48.59,1009.0,18.0,0.0,1.0,2013,2,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,1,1,0
27139,19,273.0,7.0,58.79,1010.0,15.0,0.0,1.0,2013,2,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,1,1,0
27140,20,245.0,9.0,76.68,1011.0,13.0,0.0,0.0,2013,2,1,-0.866025403784439,0.49999999999999933,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,1,1,0
27141,21,232.0,8.0,76.52,1012.0,12.0,0.0,1.0,2013,2,1,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,1,1,0
27142,22,253.0,9.0,87.47,1012.0,11.0,0.0,0.0,2013,2,1,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,1,1,0
27143,23,248.0,9.0,93.5,1012.0,10.0,0.0,1.0,2013,2,1,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0,0,0,1,1,0
27144,0,258.0,8.0,87.38,1013.0,10.0,0.0,1.0,2013,2,2,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,0,1,1,0
27145,1,256.0,8.0,93.45,1013.0,9.0,0.0,0.0,2013,2,2,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,0,1,1,0
27146,2,259.0,9.0,100.0,1013.0,9.0,0.0,0.0,2013,2,2,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,0,1,1,0
27147,3,271.0,7.0,93.4,1013.0,8.0,0.0,1.0,2013,2,2,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,1,0,1,0
27148,4,264.0,8.0,100.0,1014.0,8.0,0.0,1.0,2013,2,2,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,1,0,1,0
27149,5,254.0,7.0,100.0,1014.0,7.0,0.0,0.0,2013,2,2,0.9659258262890682,0.25881904510252096,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,0,1,1,0
27150,6,266.0,8.0,100.0,1014.0,8.0,0.0,1.0,2013,2,2,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,1,0,1,0
27151,7,313.0,9.0,100.0,1015.0,9.0,0.0,0.0,2013,2,2,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,0,1,1,0
27152,8,359.0,9.0,100.0,1016.0,9.0,0.0,0.0,2013,2,2,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,0,1,1,0
27153,9,338.0,9.0,93.5,1017.0,10.0,0.0,1.0,2013,2,2,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,1,0,1,0
27154,10,341.0,10.0,93.55,1018.0,11.0,0.0,0.0,2013,2,2,0.5000000000000003,-0.8660254037844385,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,0,1,1,0
27155,11,374.0,11.0,87.66,1019.0,13.0,0.0,1.0,2013,2,2,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,0,1,1,0
27156,12,269.0,10.0,82.01,1019.0,13.0,0.0,2.0,2013,2,2,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,1,0,0,0,1,0
27157,13,325.0,11.0,87.66,1018.0,13.0,0.0,2.0,2013,2,2,-0.25881904510252035,-0.9659258262890684,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,1,0,0,0,1,0
27158,14,350.0,11.0,87.66,1017.0,13.0,0.0,1.0,2013,2,2,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,1,0,0,0,1,0
27159,15,339.0,11.0,87.66,1016.0,13.0,0.0,1.0,2013,2,2,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,1,0,0,0,1,0
27160,16,318.0,10.0,82.01,1015.0,13.0,0.0,1.0,2013,2,2,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,0,1,1,0
27161,17,278.0,11.0,82.14,1016.0,14.0,0.0,1.0,2013,2,2,-0.9659258262890681,-0.2588190451025215,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,0,1,1,0
27162,18,267.0,11.0,82.14,1016.0,14.0,0.0,2.0,2013,2,2,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,1,0,1,0
