No,year,month,day,hour,season,PM_City Station,PM_5th Middle School,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,new_wind
3552,2010,5,28,23,1,NA,NA,NA,24.3,88,1003.8,26.4,SE,1,0,0,1
3553,2010,5,29,0,1,NA,NA,NA,23.9,86,1003.3,26.4,SE,2.3,0,0,1.2999999999999998
3554,2010,5,29,1,1,NA,NA,NA,23.9,85,1003.1,26.6,SE,3.5,0,0,1.2000000000000002
3555,2010,5,29,2,1,NA,NA,NA,23.8,84,1002.7,26.7,SE,5.5,0,0,2.0
3556,2010,5,29,3,1,NA,NA,NA,23.7,84,1002.2,26.6,SE,7.2,0,0,1.7000000000000002
3557,2010,5,29,4,1,NA,NA,NA,23.6,84,1001.8,26.5,SE,8.4,0,0,1.2000000000000002
3558,2010,5,29,5,1,NA,NA,NA,23.6,84,1001.8,26.5,SE,10.2,0,0,1.799999999999999
3559,2010,5,29,6,1,NA,NA,NA,23.6,84,1002.2,26.5,SE,11.2,0,0,1.0
3560,2010,5,29,7,1,NA,NA,NA,23.8,84,1002.8,26.7,SW,0.7,0,0,0.7
3561,2010,5,29,8,1,NA,NA,NA,23.7,82,1003,27,SE,1.2,0,0,1.2
3562,2010,5,29,9,1,NA,NA,NA,23.8,81,1003.2,27.4,SE,2.5,0,0,1.3
3563,2010,5,29,10,1,NA,NA,NA,24.6,87,1003.2,26.9,SE,3.1,0.7,0.7,0.6000000000000001
3564,2010,5,29,11,1,NA,NA,NA,24.7,82,1003,28.1,NE,1.7,0,0,1.7
3565,2010,5,29,12,1,NA,NA,NA,25.3,86,1002.3,27.9,NE,2.9,4.3,4.3,1.2
3566,2010,5,29,13,1,NA,NA,NA,24.8,73,1001.4,30.2,SW,1,0,0,1
3567,2010,5,29,14,1,NA,NA,NA,24.2,67,1000.4,31.1,NW,1.1,0,0,1.1
3568,2010,5,29,15,1,NA,NA,NA,24.9,83,1000,28.1,NW,3.3,0.4,0.4,2.1999999999999997
3569,2010,5,29,16,1,NA,NA,NA,23.7,74,999.9,28.8,NE,2.3,3.7,4.1,2.3
3570,2010,5,29,17,1,NA,NA,NA,25.4,86,999.8,28,SE,1.6,0.3,4.4,1.6
3571,2010,5,29,18,1,NA,NA,NA,24.6,90,1000.9,26.4,SE,2.9,3.5,7.9,1.2999999999999998
3572,2010,5,29,19,1,NA,NA,NA,24.4,91,1001.5,26,SE,3.7,6.8,14.7,0.8000000000000003
3573,2010,5,29,20,1,NA,NA,NA,23.8,91,1001.5,25.4,NE,1,13.2,27.9,1
3574,2010,5,29,21,1,NA,NA,NA,24.1,92,1002.1,25.5,NE,1.6,0.6,28.5,0.6000000000000001
3575,2010,5,29,22,1,NA,NA,NA,24.2,92,1002.4,25.6,cv,0,0.1,28.6,0
3576,2010,5,29,23,1,NA,NA,NA,24.3,92,1002.8,25.7,cv,0,0,0,0.0
3577,2010,5,30,0,1,NA,NA,NA,23.8,91,1002.5,25.4,NW,0.7,1.5,1.5,0.7
3578,2010,5,30,1,1,NA,NA,NA,23.5,91,1001.9,25.1,NW,1.9,0,0,1.2
3579,2010,5,30,2,1,NA,NA,NA,23.1,91,1001.5,24.7,NE,0.6,0,0,0.6
3580,2010,5,30,3,1,NA,NA,NA,23,91,1001.4,24.6,NW,0.8,0,0,0.8
3581,2010,5,30,4,1,NA,NA,NA,23,91,1001.4,24.6,cv,0.4,0,0,0.4
3582,2010,5,30,5,1,NA,NA,NA,22.4,89,1001.3,24.3,NW,1.2,0,0,1.2
3583,2010,5,30,6,1,NA,NA,NA,22.3,90,1001.6,24,NW,2.3,0,0,1.0999999999999999
3584,2010,5,30,7,1,NA,NA,NA,22,88,1002.3,24.1,cv,0,0,0,0
3585,2010,5,30,8,1,NA,NA,NA,22.2,88,1002.8,24.3,SW,0.7,0,0,0.7
3586,2010,5,30,9,1,NA,NA,NA,21.7,83,1003.1,24.8,NW,1,0,0,1
3587,2010,5,30,10,1,NA,NA,NA,21.8,77,1003.1,26.2,NW,2,0,0,1.0
3588,2010,5,30,11,1,NA,NA,NA,21.7,73,1003.1,26.9,NW,3.1,0,0,1.1
3589,2010,5,30,12,1,NA,NA,NA,21.7,68,1002.6,28.2,NE,1.6,0,0,1.6
3590,2010,5,30,13,1,NA,NA,NA,21.9,68,1002.2,28.4,NW,0.8,0,0,0.8
3591,2010,5,30,14,1,NA,NA,NA,22.2,67,1001.8,28.9,NW,1.7,0,0,0.8999999999999999
3592,2010,5,30,15,1,NA,NA,NA,21.4,64,1001.5,28.9,NE,1.4,0,0,1.4
3593,2010,5,30,16,1,NA,NA,NA,21.6,63,1000.7,29.4,NE,2.5,0,0,1.1
3594,2010,5,30,17,1,NA,NA,NA,21.5,64,1000.6,29,NW,1.7,0,0,1.7
3595,2010,5,30,18,1,NA,NA,NA,21.1,63,1000.6,28.8,NE,1.7,0,0,1.7
3596,2010,5,30,19,1,NA,NA,NA,21.8,70,1000.7,27.8,NE,2.4,0,0,0.7
3597,2010,5,30,20,1,NA,NA,NA,22.1,76,1001.4,26.7,NE,3.4,0,0,1.0
3598,2010,5,30,21,1,NA,NA,NA,22.9,81,1002,26.4,NE,4.1,0,0,0.6999999999999997
3599,2010,5,30,22,1,NA,NA,NA,22.7,82,1003.1,26,NE,5.5,0,0,1.4000000000000004
3600,2010,5,30,23,1,NA,NA,NA,22.4,82,1003.4,25.7,NE,6.2,0,0,0.7000000000000002
3601,2010,5,31,0,1,NA,NA,NA,22.5,86,1003.1,25,NW,0.8,0,0,0.8
3602,2010,5,31,1,1,NA,NA,NA,22.5,85,1002.9,25.2,NE,0.9,0,0,0.9
3603,2010,5,31,2,1,NA,NA,NA,22.7,87,1002.3,25,NE,1.5,0,0,0.6
3604,2010,5,31,3,1,NA,NA,NA,22.6,88,1001.9,24.7,NE,2.1,0,0,0.6000000000000001
3605,2010,5,31,4,1,NA,NA,NA,22.7,90,1001.7,24.4,cv,0,0,0,0
3606,2010,5,31,5,1,NA,NA,NA,22.8,90,1001.9,24.5,SE,1,0,0,1
3607,2010,5,31,6,1,NA,NA,NA,22.8,88,1002.4,24.9,SE,1.8,0,0,0.8
3608,2010,5,31,7,1,NA,NA,NA,22.8,86,1002.8,25.3,SE,2.8,0,0,0.9999999999999998
3609,2010,5,31,8,1,NA,NA,NA,22.8,83,1003.3,25.9,NE,1,0,0,1
3610,2010,5,31,9,1,NA,NA,NA,22.7,80,1003.5,26.4,SE,1.2,0,0,1.2
3611,2010,5,31,10,1,NA,NA,NA,22.4,73,1003.5,27.7,SE,2.8,0,0,1.5999999999999999
3612,2010,5,31,11,1,NA,NA,NA,22.4,70,1003.1,28.4,SE,4.4,0,0,1.6000000000000005
3613,2010,5,31,12,1,NA,NA,NA,22,64,1002.9,29.5,SE,5.8,0,0,1.3999999999999995
3614,2010,5,31,13,1,NA,NA,NA,22.6,66,1002.1,29.6,SE,7.7,0,0,1.9000000000000004
3615,2010,5,31,14,1,NA,NA,NA,24,81,1001.7,27.6,SE,8.5,0.4,0.4,0.7999999999999998
3616,2010,5,31,15,1,NA,NA,NA,24.1,87,1001.5,26.4,SW,1.4,5.7,6.1,1.4
3617,2010,5,31,16,1,NA,NA,NA,24.2,85,1001.3,26.9,SE,1.7,1.2,7.3,1.7
3618,2010,5,31,17,1,NA,NA,NA,23.6,80,1001.2,27.4,SE,3.5,0,0,1.8
3619,2010,5,31,18,1,NA,NA,NA,23.8,83,1001.7,26.9,SW,0.7,0,0,0.7
3620,2010,5,31,19,1,NA,NA,NA,23.4,82,1002.5,26.7,SE,1.3,0,0,1.3
3621,2010,5,31,20,1,NA,NA,NA,23,82,1003.1,26.3,SW,1.3,0,0,1.3
3622,2010,5,31,21,1,NA,NA,NA,22.6,82,1003.7,25.9,SW,3.3,0,0,1.9999999999999998
3623,2010,5,31,22,1,NA,NA,NA,22.2,80,1004.4,25.9,SE,2.3,0,0,2.3
3624,2010,5,31,23,1,NA,NA,NA,22,80,1004.4,25.7,SE,5.2,0,0,2.9000000000000004
3625,2010,6,1,0,2,NA,NA,NA,20.9,76,1003.8,25.4,SE,6.5,0,0,1.2999999999999998
3626,2010,6,1,1,2,NA,NA,NA,20.3,75,1003.4,25,NE,1.4,0,0,1.4
3627,2010,6,1,2,2,NA,NA,NA,19.8,74,1003,24.7,NE,3.1,0,0,1.7000000000000002
3628,2010,6,1,3,2,NA,NA,NA,20.4,78,1002.8,24.5,NE,4.2,0,0,1.1
3629,2010,6,1,4,2,NA,NA,NA,20.9,82,1002.6,24.2,SE,1.1,1.2,1.2,1.1
3630,2010,6,1,5,2,NA,NA,NA,21.3,88,1002.5,23.4,NE,0.9,0.4,1.6,0.9
3631,2010,6,1,6,2,NA,NA,NA,20.3,84,1002.5,23.2,NE,2.5,0.1,1.7,1.6
3632,2010,6,1,7,2,NA,NA,NA,19.8,82,1003.2,23,NE,4.5,0,0,2.0
3633,2010,6,1,8,2,NA,NA,NA,19.2,76,1003.9,23.7,NE,5.9,0,0,1.4000000000000004
3634,2010,6,1,9,2,NA,NA,NA,19.1,72,1003.9,24.5,SE,1.5,0,0,1.5
3635,2010,6,1,10,2,NA,NA,NA,19,65,1003.9,26.1,NE,2,0,0,2
3636,2010,6,1,11,2,NA,NA,NA,17.4,57,1003.5,26.6,SE,2.9,0,0,2.9
3637,2010,6,1,12,2,NA,NA,NA,15.6,51,1003,26.6,SE,6.4,0,0,3.5000000000000004
3638,2010,6,1,13,2,NA,NA,NA,15.9,52,1002.8,26.6,SE,7.8,0,0,1.3999999999999995
3639,2010,6,1,14,2,NA,NA,NA,17.5,61,1002.6,25.6,SE,9.3,0,0,1.5000000000000009
3640,2010,6,1,15,2,NA,NA,NA,20.1,81,1002.9,23.5,SE,11,0.8,0.8,1.6999999999999993
3641,2010,6,1,16,2,NA,NA,NA,18.4,76,1002.6,22.9,SE,12.3,0.5,1.3,1.3000000000000007
3642,2010,6,1,17,2,NA,NA,NA,18.3,73,1001.9,23.4,NE,1.8,0,0,1.8
3643,2010,6,1,18,2,NA,NA,NA,16.7,67,1002.6,23.2,NE,2.6,0,0,0.8
3644,2010,6,1,19,2,NA,NA,NA,16.8,67,1002.7,23.3,NE,4.1,0,0,1.4999999999999996
3645,2010,6,1,20,2,NA,NA,NA,16.6,69,1003.1,22.6,SE,1.2,0,0,1.2
3646,2010,6,1,21,2,NA,NA,NA,17.4,77,1003.3,21.6,NE,0.7,0.4,0.4,0.7
3647,2010,6,1,22,2,NA,NA,NA,18,79,1003.8,21.8,NE,2.6,0,0,1.9000000000000001
3648,2010,6,1,23,2,NA,NA,NA,18.6,80,1003.8,22.2,NE,3.2,0,0,0.6000000000000001
3649,2010,6,2,0,2,NA,NA,NA,18,77,1003.7,22.2,NE,3.9,0,0,0.6999999999999997
3650,2010,6,2,1,2,NA,NA,NA,18.2,80,1003.4,21.8,NE,5.3,0,0,1.4
3651,2010,6,2,2,2,NA,NA,NA,19,87,1003.1,21.2,NE,6.7,0.9,0.9,1.4000000000000004
3652,2010,6,2,3,2,NA,NA,NA,18.9,88,1002.7,21,NE,7.8,0.2,1.1,1.0999999999999996
3653,2010,6,2,4,2,NA,NA,NA,18.8,90,1002.6,20.5,NW,1.2,1.5,2.6,1.2
3654,2010,6,2,5,2,NA,NA,NA,18.5,90,1002.8,20.2,NE,0.7,0.9,3.5,0.7
3655,2010,6,2,6,2,NA,NA,NA,18.5,90,1003.4,20.2,NE,2.6,0.7,4.2,1.9000000000000001
3656,2010,6,2,7,2,NA,NA,NA,18.8,92,1004.1,20.1,NE,3.8,1.7,5.9,1.1999999999999997
3657,2010,6,2,8,2,NA,NA,NA,18.8,92,1004.7,20.1,NW,1.1,11.2,17.1,1.1
3658,2010,6,2,9,2,NA,NA,NA,19,92,1004.8,20.3,NE,2.3,1.7,18.8,2.3
3659,2010,6,2,10,2,NA,NA,NA,19.1,91,1005,20.6,NE,3.4,1.2,20,1.1
3660,2010,6,2,11,2,NA,NA,NA,19.1,91,1005.1,20.6,SE,1,2.1,22.1,1
3661,2010,6,2,12,2,NA,NA,NA,19.1,90,1005.1,20.8,SE,2.3,0.3,22.4,1.2999999999999998
3662,2010,6,2,13,2,NA,NA,NA,18.8,89,1004.9,20.7,NE,2.1,1.8,24.2,2.1
3663,2010,6,2,14,2,NA,NA,NA,18.8,89,1004.8,20.7,NE,3.8,3.1,27.3,1.6999999999999997
3664,2010,6,2,15,2,NA,NA,NA,18.9,90,1004.4,20.6,NE,5,4.6,31.9,1.2000000000000002
3665,2010,6,2,16,2,NA,NA,NA,19.4,91,1004.5,20.9,NE,6.1,3.5,35.4,1.0999999999999996
3666,2010,6,2,17,2,NA,NA,NA,19.3,90,1004.5,21,NE,7.7,0.2,35.6,1.6000000000000005
3667,2010,6,2,18,2,NA,NA,NA,19,89,1004.9,20.9,NE,8.8,0.1,35.7,1.1000000000000005
3668,2010,6,2,19,2,NA,NA,NA,18.8,89,1005.5,20.7,NE,9.4,0,0,0.5999999999999996
3669,2010,6,2,20,2,NA,NA,NA,19.1,91,1006.1,20.6,NE,10.1,0.3,0.3,0.6999999999999993
3670,2010,6,2,21,2,NA,NA,NA,18.7,91,1006.7,20.2,NE,11,0.4,0.7,0.9000000000000004
3671,2010,6,2,22,2,NA,NA,NA,18.8,91,1007.2,20.3,NE,11.9,0,0,0.9000000000000004
3672,2010,6,2,23,2,NA,NA,NA,18.5,90,1007.2,20.2,NW,1.1,0,0,1.1
3673,2010,6,3,0,2,NA,NA,NA,18.4,90,1006.8,20.1,cv,0,0,0,0
3674,2010,6,3,1,2,NA,NA,NA,18.2,89,1006.3,20.1,NE,0.8,0,0,0.8
3675,2010,6,3,2,2,NA,NA,NA,18.2,89,1005.9,20.1,NW,1,0,0,1
3676,2010,6,3,3,2,NA,NA,NA,18.3,89,1005.4,20.2,cv,0.5,0,0,0.5
3677,2010,6,3,4,2,NA,NA,NA,18.5,90,1005.4,20.2,NE,0.7,0,0,0.7
3678,2010,6,3,5,2,NA,NA,NA,19,91,1006,20.5,NW,0.8,0,0,0.8
3679,2010,6,3,6,2,NA,NA,NA,18.9,90,1006.6,20.6,cv,0.4,0,0,0.4
3680,2010,6,3,7,2,NA,NA,NA,19.3,91,1006.8,20.8,cv,0.4,0,0,0.0
3681,2010,6,3,8,2,NA,NA,NA,19.5,88,1007.1,21.6,cv,0.4,0,0,0.0
3682,2010,6,3,9,2,NA,NA,NA,19.3,79,1007.3,23.1,NE,0.7,0,0,0.7
3683,2010,6,3,10,2,NA,NA,NA,18.8,65,1006.7,25.9,NE,2.5,0,0,1.8
3684,2010,6,3,11,2,NA,NA,NA,19.1,65,1006.2,26.2,NE,4.1,0,0,1.5999999999999996
3685,2010,6,3,12,2,NA,NA,NA,18.8,61,1005.7,27,NE,6.2,0,0,2.1000000000000005
3686,2010,6,3,13,2,NA,NA,NA,18.3,57,1005.3,27.6,NE,7.3,0,0,1.0999999999999996
3687,2010,6,3,14,2,NA,NA,NA,18.5,57,1004.9,27.8,NE,8,0,0,0.7000000000000002
3688,2010,6,3,15,2,NA,NA,NA,18.9,60,1004.8,27.3,SW,1.4,0,0,1.4
3689,2010,6,3,16,2,NA,NA,NA,18.4,58,1004.5,27.4,NE,1.7,0,0,1.7
3690,2010,6,3,17,2,NA,NA,NA,18.8,61,1005,27,NW,1.2,0,0,1.2
3691,2010,6,3,18,2,NA,NA,NA,18.7,63,1005.2,26.3,NW,2.6,0,0,1.4000000000000001
3692,2010,6,3,19,2,NA,NA,NA,19.4,68,1005.4,25.7,NE,0.7,0,0,0.7
3693,2010,6,3,20,2,NA,NA,NA,18.6,67,1005.8,25.2,NE,1.5,0,0,0.8
3694,2010,6,3,21,2,NA,NA,NA,19.5,73,1006.1,24.7,cv,0.1,0,0,0.1
3695,2010,6,3,22,2,NA,NA,NA,18.7,70,1006.4,24.5,NE,1.1,0,0,1.1
3696,2010,6,3,23,2,NA,NA,NA,19.4,75,1006.6,24.1,cv,0,0,0,0
3697,2010,6,4,0,2,NA,NA,NA,19.4,80,1006.7,23,NW,1,0,0,1
3698,2010,6,4,1,2,NA,NA,NA,19.5,82,1006.3,22.7,cv,0.4,0,0,0.4
3699,2010,6,4,2,2,NA,NA,NA,19.6,83,1006,22.6,NW,1.1,0,0,1.1
3700,2010,6,4,3,2,NA,NA,NA,19.4,81,1005.9,22.8,NW,2.5,0,0,1.4
3701,2010,6,4,4,2,NA,NA,NA,19.1,79,1005.7,22.9,NW,3.3,0,0,0.7999999999999998
3702,2010,6,4,5,2,NA,NA,NA,19.2,80,1005.9,22.8,NW,4.1,0,0,0.7999999999999998
3703,2010,6,4,6,2,NA,NA,NA,19.1,79,1006.5,22.9,NW,4.8,0,0,0.7000000000000002
3704,2010,6,4,7,2,NA,NA,NA,19.3,79,1007.3,23.1,NE,0.9,0,0,0.9
3705,2010,6,4,8,2,NA,NA,NA,18.8,74,1007.6,23.7,NE,1.8,0,0,0.9
3706,2010,6,4,9,2,NA,NA,NA,18.9,71,1007.6,24.5,NW,0.7,0,0,0.7
3707,2010,6,4,10,2,NA,NA,NA,19,66,1007.5,25.8,NW,2.4,0,0,1.7
3708,2010,6,4,11,2,NA,NA,NA,18.4,61,1007.3,26.5,NE,1.4,0,0,1.4
3709,2010,6,4,12,2,NA,NA,NA,18.7,57,1006.6,28,NW,2.1,0,0,2.1
3710,2010,6,4,13,2,NA,NA,NA,17.2,49,1006.1,29,NW,3,0,0,0.8999999999999999
3711,2010,6,4,14,2,NA,NA,NA,17.1,47,1005.1,29.6,NE,1.2,0,0,1.2
3712,2010,6,4,15,2,NA,NA,NA,16.8,44,1004.5,30.4,NW,1.5,0,0,1.5
3713,2010,6,4,16,2,NA,NA,NA,17.8,49,1004.2,29.6,NW,2.8,0,0,1.2999999999999998
3714,2010,6,4,17,2,NA,NA,NA,17.8,52,1003.8,28.6,NW,4.3,0,0,1.5
3715,2010,6,4,18,2,NA,NA,NA,18.3,54,1003.9,28.5,NE,1.3,0,0,1.3
3716,2010,6,4,19,2,NA,NA,NA,17.6,55,1003.9,27.4,NW,2,0,0,2
3717,2010,6,4,20,2,NA,NA,NA,18,61,1004.1,26.1,NW,2.9,0,0,0.8999999999999999
3718,2010,6,4,21,2,NA,NA,NA,18.3,65,1004.6,25.3,NE,0.6,0,0,0.6
3719,2010,6,4,22,2,NA,NA,NA,18.6,68,1005.1,24.9,NW,0.9,0,0,0.9
3720,2010,6,4,23,2,NA,NA,NA,18.5,69,1005,24.6,NW,2.2,0,0,1.3000000000000003
3721,2010,6,5,0,2,NA,NA,NA,18.7,72,1005,24.1,NW,3.2,0,0,1.0
3722,2010,6,5,1,2,NA,NA,NA,18.7,73,1004.4,23.8,NW,4,0,0,0.7999999999999998
3723,2010,6,5,2,2,NA,NA,NA,18.6,74,1004.1,23.5,NW,4.9,0,0,0.9000000000000004
3724,2010,6,5,3,2,NA,NA,NA,18.8,78,1004.5,22.8,NW,5.6,0,0,0.6999999999999993
3725,2010,6,5,4,2,NA,NA,NA,18.5,75,1004.4,23.2,NW,6.5,0,0,0.9000000000000004
3726,2010,6,5,5,2,NA,NA,NA,18.4,76,1004.4,22.9,NW,7.4,0,0,0.9000000000000004
3727,2010,6,5,6,2,NA,NA,NA,17.9,73,1005.1,23,cv,0.4,0,0,0.4
3728,2010,6,5,7,2,NA,NA,NA,18.4,72,1005.9,23.7,NE,0.7,0,0,0.7
3729,2010,6,5,8,2,NA,NA,NA,17.2,62,1006.4,25,NW,1.1,0,0,1.1
3730,2010,6,5,9,2,NA,NA,NA,17.3,56,1006.1,26.8,NE,2.1,0,0,2.1
3731,2010,6,5,10,2,NA,NA,NA,16.9,52,1005.9,27.6,SE,2.9,0,0,2.9
3732,2010,6,5,11,2,NA,NA,NA,16.2,47,1005.4,28.6,SE,4.9,0,0,2.0000000000000004
3733,2010,6,5,12,2,NA,NA,NA,17.5,49,1004.9,29.3,SE,7,0,0,2.0999999999999996
3734,2010,6,5,13,2,NA,NA,NA,16.1,42,1004.3,30.5,SW,1.6,0,0,1.6
3735,2010,6,5,14,2,NA,NA,NA,16.1,41,1003.8,30.9,NE,1,0,0,1
3736,2010,6,5,15,2,NA,NA,NA,14.7,36,1003.3,31.6,NW,1.3,0,0,1.3
3737,2010,6,5,16,2,NA,NA,NA,14.5,35,1002.9,31.9,SW,0.9,0,0,0.9
3738,2010,6,5,17,2,NA,NA,NA,14.8,38,1002.7,30.8,NE,1.4,0,0,1.4
3739,2010,6,5,18,2,NA,NA,NA,15.3,41,1002.9,30,NE,2.6,0,0,1.2000000000000002
3740,2010,6,5,19,2,NA,NA,NA,16.7,48,1003.2,28.8,NE,3.3,0,0,0.6999999999999997
3741,2010,6,5,20,2,NA,NA,NA,21.2,70,1004,27.1,SE,2.5,0,0,2.5
3742,2010,6,5,21,2,NA,NA,NA,21.2,73,1004.4,26.4,SE,4.4,0,0,1.9000000000000004
3743,2010,6,5,22,2,NA,NA,NA,21,75,1005,25.8,SE,5.5,0,0,1.0999999999999996
3744,2010,6,5,23,2,NA,NA,NA,20.9,76,1005.2,25.4,SW,1.2,0,0,1.2
3745,2010,6,6,0,2,NA,NA,NA,20.7,76,1004.9,25.2,SE,1.5,0,0,1.5
3746,2010,6,6,1,2,NA,NA,NA,20.9,78,1005,25,SE,2.7,0,0,1.2000000000000002
3747,2010,6,6,2,2,NA,NA,NA,20.5,78,1004.8,24.6,SE,4.4,0,0,1.7000000000000002
3748,2010,6,6,3,2,NA,NA,NA,20.6,79,1004.8,24.5,SE,5.9,0,0,1.5
3749,2010,6,6,4,2,NA,NA,NA,20.2,77,1004.8,24.5,SE,7.3,0,0,1.3999999999999995
3750,2010,6,6,5,2,NA,NA,NA,20.1,77,1005.1,24.4,SE,8.9,0,0,1.6000000000000005
3751,2010,6,6,6,2,NA,NA,NA,20.3,78,1005.6,24.4,SE,10.1,0,0,1.1999999999999993
3752,2010,6,6,7,2,NA,NA,NA,20.4,78,1006.1,24.5,SE,12.1,0,0,2.0
3753,2010,6,6,8,2,NA,NA,NA,20.1,75,1006.6,24.8,SE,14.2,0,0,2.0999999999999996
3754,2010,6,6,9,2,NA,NA,NA,20.6,75,1007.1,25.3,SW,1,0,0,1
3755,2010,6,6,10,2,NA,NA,NA,20,66,1006.8,26.9,SE,2,0,0,2
3756,2010,6,6,11,2,NA,NA,NA,20.4,64,1006.5,27.8,SW,1.4,0,0,1.4
3757,2010,6,6,12,2,NA,NA,NA,20.3,58,1006,29.4,SW,2.9,0,0,1.5
3758,2010,6,6,13,2,NA,NA,NA,18.5,50,1004.8,30.1,SW,4.4,0,0,1.5000000000000004
3759,2010,6,6,14,2,NA,NA,NA,18.5,48,1004.2,30.8,SW,5.9,0,0,1.5
3760,2010,6,6,15,2,NA,NA,NA,19.2,51,1003.7,30.5,SW,8.4,0,0,2.5
3761,2010,6,6,16,2,NA,NA,NA,18.9,50,1003,30.5,SW,9.7,0,0,1.299999999999999
3762,2010,6,6,17,2,NA,NA,NA,18.7,51,1003,29.9,SW,11.8,0,0,2.1000000000000014
3763,2010,6,6,18,2,NA,NA,NA,19.4,55,1003.3,29.4,SE,1.4,0,0,1.4
3764,2010,6,6,19,2,NA,NA,NA,19.9,59,1003.9,28.7,SE,2.9,0,0,1.5
3765,2010,6,6,20,2,NA,NA,NA,20.1,62,1004.2,28.1,SE,5.2,0,0,2.3000000000000003
3766,2010,6,6,21,2,NA,NA,NA,20.8,67,1004.6,27.5,SE,7.2,0,0,2.0
3767,2010,6,6,22,2,NA,NA,NA,21.2,70,1005.1,27.1,SW,0.9,0,0,0.9
3768,2010,6,6,23,2,NA,NA,NA,20.5,69,1005.7,26.7,SW,2.7,0,0,1.8000000000000003
3769,2010,6,7,0,2,NA,NA,NA,20.4,71,1005.7,26.1,SE,2.4,0,0,2.4
3770,2010,6,7,1,2,NA,NA,NA,20.5,74,1006,25.5,SE,4.5,0,0,2.1
3771,2010,6,7,2,2,NA,NA,NA,19.7,71,1005.5,25.3,SE,5.8,0,0,1.2999999999999998
3772,2010,6,7,3,2,NA,NA,NA,19.9,73,1005.4,25.1,SW,1.1,0,0,1.1
3773,2010,6,7,4,2,NA,NA,NA,20,74,1005.5,25,SE,1.3,0,0,1.3
3774,2010,6,7,5,2,NA,NA,NA,20.2,75,1005.3,24.9,SE,2.7,0,0,1.4000000000000001
3775,2010,6,7,6,2,NA,NA,NA,20.3,76,1005.7,24.8,SE,4.1,0,0,1.3999999999999995
3776,2010,6,7,7,2,NA,NA,NA,20.8,77,1006.2,25.1,SE,5.6,0,0,1.5
3777,2010,6,7,8,2,NA,NA,NA,20.5,74,1006.5,25.5,SE,7.3,0,0,1.7000000000000002
3778,2010,6,7,9,2,NA,NA,NA,20.2,68,1006.7,26.6,SE,9,0,0,1.7000000000000002
3779,2010,6,7,10,2,NA,NA,NA,19.7,65,1007,26.8,SE,10.6,0,0,1.5999999999999996
3780,2010,6,7,11,2,NA,NA,NA,19.2,58,1006.7,28.3,SE,12.8,0,0,2.200000000000001
3781,2010,6,7,12,2,NA,NA,NA,19.3,57,1006,28.7,SE,14.9,0,0,2.0999999999999996
3782,2010,6,7,13,2,NA,NA,NA,19.4,55,1005.4,29.4,SE,18.2,0,0,3.299999999999999
3783,2010,6,7,14,2,NA,NA,NA,19.5,57,1004.8,28.9,SE,21.2,0,0,3.0
3784,2010,6,7,15,2,NA,NA,NA,19.5,57,1004,28.9,SE,24,0,0,2.8000000000000007
3785,2010,6,7,16,2,NA,NA,NA,19.6,58,1003.7,28.7,SE,26.9,0,0,2.8999999999999986
3786,2010,6,7,17,2,NA,NA,NA,19.2,56,1003.3,28.8,SE,29.2,0,0,2.3000000000000007
3787,2010,6,7,18,2,NA,NA,NA,19.2,58,1003.6,28.3,SE,32.3,0,0,3.099999999999998
3788,2010,6,7,19,2,NA,NA,NA,18.1,56,1003.8,27.7,SE,34.3,0,0,2.0
3789,2010,6,7,20,2,NA,NA,NA,17.6,57,1004.7,26.8,SE,36.6,0,0,2.3000000000000043
3790,2010,6,7,21,2,NA,NA,NA,18.7,63,1005.5,26.3,SE,38.4,0,0,1.7999999999999972
3791,2010,6,7,22,2,NA,NA,NA,19.4,68,1005.9,25.7,SE,40.3,0,0,1.8999999999999986
3792,2010,6,7,23,2,NA,NA,NA,20,72,1006.3,25.4,SE,43.6,0,0,3.3000000000000043
3793,2010,6,8,0,2,NA,NA,NA,18.8,67,1006.2,25.4,SE,45.9,0,0,2.299999999999997
3794,2010,6,8,1,2,NA,NA,NA,19,68,1005.6,25.3,SE,49,0,0,3.1000000000000014
3795,2010,6,8,2,2,NA,NA,NA,18.9,69,1004.9,25,SE,51.6,0,0,2.6000000000000014
3796,2010,6,8,3,2,NA,NA,NA,18.4,67,1004.1,25,SE,53.7,0,0,2.1000000000000014
3797,2010,6,8,4,2,NA,NA,NA,15.8,57,1004.5,24.9,SE,55.5,0,0,1.7999999999999972
3798,2010,6,8,5,2,NA,NA,NA,15.8,57,1004.7,24.9,SE,57.3,0,0,1.7999999999999972
3799,2010,6,8,6,2,NA,NA,NA,17,62,1005,24.8,SE,59.9,0,0,2.6000000000000014
3800,2010,6,8,7,2,NA,NA,NA,17.5,64,1005.3,24.8,SE,61.8,0,0,1.8999999999999986
3801,2010,6,8,8,2,NA,NA,NA,18.5,66,1005.9,25.3,SE,63,0,0,1.2000000000000028
3802,2010,6,8,9,2,NA,NA,NA,18.6,61,1005.6,26.7,SE,65.8,0,0,2.799999999999997
3803,2010,6,8,10,2,NA,NA,NA,18.5,59,1005.1,27.2,SE,68.8,0,0,3.0
3804,2010,6,8,11,2,NA,NA,NA,18.9,56,1005,28.5,SE,71.2,0,0,2.4000000000000057
